Mots conjugués;Infinitif
gloussent;glousser
gomme;gommer
gommes;gommer
gomme;gommer
gommons;gommer
gommez;gommer
gomment;gommer
goûte;gouter
goûtes;gouter
goûte;gouter
goûtons;gouter
goûtez;gouter
goûtent;gouter
goûte;goûter
goûtes;goûter
goûte;goûter
goûtons;goûter
goûtez;goûter
goûtent;goûter
me graffe;graffer
te graffes;graffer
se graffe;graffer
nous graffons;graffer
vous graffez;graffer
se graffent;graffer
grandis;grandir
grandis;grandir
grandit;grandir
grandissons;grandir
grandissez;grandir
grandissent;grandir
gratte;gratter
grattes;gratter
gratte;gratter
grattons;gratter
grattez;gratter
grattent;gratter
grave;graver
graves;graver
grave;graver
gravons;graver
gravez;graver
gravent;graver
griffe;griffer
griffes;griffer
griffe;griffer
griffons;griffer
griffez;griffer
griffent;griffer
grignote;grignoter
grignotes;grignoter
grignote;grignoter
grignotons;grignoter
grignotez;grignoter
grignotent;grignoter
grille;griller
grilles;griller
grille;griller
grillons;griller
grillez;griller
grillent;griller
grimpe;grimper
grimpes;grimper
grimpe;grimper
grimpons;grimper
grimpez;grimper
grimpent;grimper
grogne;grogner
grognes;grogner
grogne;grogner
grognons;grogner
grognez;grogner
grognent;grogner
gronde;gronder
grondes;gronder
gronde;gronder
grondons;gronder
grondez;gronder
grondent;gronder
grossis;grossir
grossis;grossir
grossit;grossir
grossissons;grossir
grossissez;grossir
grossissent;grossir
groupe;grouper
groupes;grouper
groupe;grouper
groupons;grouper
groupez;grouper
groupent;grouper
-;grêler
-;grêler
grêle;grêler
-;grêler
-;grêler
-;grêler
guide;guider
guides;guider
guide;guider
guidons;guider
guidez;guider
guident;guider
guéris;guérir
guéris;guérir
guérit;guérir
guérissons;guérir
guérissez;guérir
guérissent;guérir
gêne;gêner
gênes;gêner
gêne;gêner
gênons;gêner
gênez;gêner
gênent;gêner
habille;habiller
habilles;habiller
habille;habiller
habillons;habiller
habillez;habiller
habillent;habiller
habite;habiter
habites;habiter
habite;habiter
habitons;habiter
habitez;habiter
habitent;habiter
hausse;hausser
hausses;hausser
hausse;hausser
haussons;hausser
haussez;hausser
haussent;hausser
hennis;hennir
hennis;hennir
hennit;hennir
hennissons;hennir
hennissez;hennir
hennissent;hennir
heurte;heurter
heurtes;heurter
heurte;heurter
heurtons;heurter
heurtez;heurter
heurtent;heurter
hiberne;hiberner
hibernes;hiberner
hiberne;hiberner
hibernons;hiberner
hibernez;hiberner
hibernent;hiberner
hisse;hisser
hisses;hisser
hisse;hisser
hissons;hisser
hissez;hisser
hissent;hisser
hospitalise;hospitaliser
hospitalises;hospitaliser
hospitalise;hospitaliser
hospitalisons;hospitaliser
hospitalisez;hospitaliser
hospitalisent;hospitaliser
hue;huer
hues;huer
hue;huer
huons;huer
huez;huer
huent;huer
hurle;hurler
hurles;hurler
hurle;hurler
hurlons;hurler
hurlez;hurler
hurlent;hurler
hypnotise;hypnotiser
hypnotises;hypnotiser
hypnotise;hypnotiser
hypnotisons;hypnotiser
hypnotisez;hypnotiser
hypnotisent;hypnotiser
hérite;hériter
hérites;hériter
hérite;hériter
héritons;hériter
héritez;hériter
héritent;hériter
ignore;ignorer
ignores;ignorer
ignore;ignorer
ignorons;ignorer
ignorez;ignorer
ignorent;ignorer
illumine;illuminer
illumines;illuminer
illumine;illuminer
illuminons;illuminer
illuminez;illuminer
illuminent;illuminer
imagine;imaginer
imagines;imaginer
imagine;imaginer
imaginons;imaginer
imaginez;imaginer
imaginent;imaginer
imite;imiter
imites;imiter
imite;imiter
imitons;imiter
imitez;imiter
imitent;imiter
immerge;immerger
immerges;immerger
immerge;immerger
immergeons;immerger
immergez;immerger
immergent;immerger
importe;importer
importes;importer
importe;importer
importons;importer
importez;importer
importent;importer
impose;imposer
imposes;imposer
impose;imposer
imposons;imposer
imposez;imposer
imposent;imposer
impulse;impulser
impulses;impulser
impulse;impulser
impulsons;impulser
impulsez;impulser
impulsent;impulser
inaugure;inaugurer
inaugures;inaugurer
inaugure;inaugurer
inaugurons;inaugurer
inaugurez;inaugurer
inaugurent;inaugurer
incendie;incendier
incendies;incendier
incendie;incendier
incendions;incendier
incendiez;incendier
incendient;incendier
incinère;incinérer
incinères;incinérer
incinère;incinérer
incinérons;incinérer
incinérez;incinérer
incinèrent;incinérer
incline;incliner
inclines;incliner
incline;incliner
inclinons;incliner
inclinez;incliner
inclinent;incliner
inclus;inclure
inclus;inclure
inclut;inclure
incluons;inclure
incluez;inclure
incluent;inclure
indique;indiquer
indiques;indiquer
indique;indiquer
indiquons;indiquer
indiquez;indiquer
indiquent;indiquer
infecte;infecter
infectes;infecter
infecte;infecter
infectons;infecter
infectez;infecter
infectent;infecter
informe;informer
informes;informer
informe;informer
informons;informer
informez;informer
informent;informer
inhale;inhaler
inhales;inhaler
inhale;inhaler
inhalons;inhaler
inhalez;inhaler
inhalent;inhaler
injecte;injecter
injectes;injecter
injecte;injecter
injectons;injecter
injectez;injecter
injectent;injecter
injurie;injurier
injuries;injurier
injurie;injurier
injurions;injurier
injuriez;injurier
injurient;injurier
inquiète;inquiéter
inquiètes;inquiéter
inquiète;inquiéter
inquiétons;inquiéter
inquiétez;inquiéter
inquiètent;inquiéter
inscris;inscrire
inscris;inscrire
inscrit;inscrire
inscrivons;inscrire
inscrivez;inscrire
inscrivent;inscrire
inspecte;inspecter
inspectes;inspecter
inspecte;inspecter
inspectons;inspecter
inspectez;inspecter
inspectent;inspecter
inspire;inspirer
inspires;inspirer
inspire;inspirer
inspirons;inspirer
inspirez;inspirer
inspirent;inspirer
installe;installer
installes;installer
installe;installer
installons;installer
installez;installer
installent;installer
installe;installer
installes;installer
installe;installer
installons;installer
installez;installer
installent;installer
instruis;instruire
instruis;instruire
instruit;instruire
instruisons;instruire
instruisez;instruire
instruisent;instruire
insulte;insulter
insultes;insulter
insulte;insulter
insultons;insulter
insultez;insulter
insultent;insulter
interagis;interagir
interagis;interagir
interagit;interagir
interagissons;interagir
interagissez;interagir
interagissent;interagir
interdis;interdire
interdis;interdire
interdit;interdire
interdisons;interdire
interdisez;interdire
interdisent;interdire
interprète;interpréter
interprètes;interpréter
interprète;interpréter
interprétons;interpréter
interprétez;interpréter
interprètent;interpréter
interroge;interroger
interroges;interroger
interroge;interroger
interrogeons;interroger
interrogez;interroger
interrogent;interroger
interviewe;interviewer
interviewes;interviewer
interviewe;interviewer
interviewons;interviewer
interviewez;interviewer
interviewent;interviewer
intègre;intégrer
intègres;intégrer
intègre;intégrer
intégrons;intégrer
intégrez;intégrer
intègrent;intégrer
intéresse;intéresser
intéresses;intéresser
intéresse;intéresser
intéressons;intéresser
intéressez;intéresser
intéressent;intéresser
invente;inventer
inventes;inventer
invente;inventer
inventons;inventer
inventez;inventer
inventent;inventer
investigue;investiguer
investigues;investiguer
investigue;investiguer
investiguons;investiguer
investiguez;investiguer
investiguent;investiguer
invite;inviter
invites;inviter
invite;inviter
invitons;inviter
invitez;inviter
invitent;inviter
irrigue;irriguer
irrigues;irriguer
irrigue;irriguer
irriguons;irriguer
irriguez;irriguer
irriguent;irriguer
isole;isoler
isoles;isoler
isole;isoler
isolons;isoler
isolez;isoler
isolent;isoler
jette;jeter
jettes;jeter
jette;jeter
jetons;jeter
jetez;jeter
jettent;jeter
jette;jeter
jettes;jeter
jette;jeter
jetons;jeter
jetez;jeter
jettent;jeter
jette;jeter
jettes;jeter
jette;jeter
jetons;jeter
jetez;jeter
jettent;jeter
jette;jeter
jettes;jeter
jette;jeter
jetons;jeter
jetez;jeter
jettent;jeter
jette;jeter
jettes;jeter
jette;jeter
jetons;jeter
jetez;jeter
jettent;jeter
jette;jeter
jettes;jeter
jette;jeter
jetons;jeter
jetez;jeter
jettent;jeter
jette;jeter
jettes;jeter
jette;jeter
jetons;jeter
jetez;jeter
jettent;jeter
jette;jeter
jettes;jeter
jette;jeter
jetons;jeter
jetez;jeter
jettent;jeter
jette;jeter
jettes;jeter
jette;jeter
jetons;jeter
jetez;jeter
jettent;jeter
jette;jeter
jettes;jeter
jette;jeter
jetons;jeter
jetez;jeter
jettent;jeter
jeûne;jeûner
jeûnes;jeûner
jeûne;jeûner
jeûnons;jeûner
jeûnez;jeûner
jeûnent;jeûner
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
joue;jouer
joues;jouer
joue;jouer
jouons;jouer
jouez;jouer
jouent;jouer
juge;juger
juges;juger
juge;juger
jugeons;juger
jugez;juger
jugent;juger
jure;jurer
jures;jurer
jure;jurer
jurons;jurer
jurez;jurer
jurent;jurer
kidnappe;kidnapper
kidnappes;kidnapper
kidnappe;kidnapper
kidnappons;kidnapper
kidnappez;kidnapper
kidnappent;kidnapper
klaxonne;klaxonner
klaxonnes;klaxonner
klaxonne;klaxonner
klaxonnons;klaxonner
klaxonnez;klaxonner
klaxonnent;klaxonner
laboure;labourer
laboures;labourer
laboure;labourer
labourons;labourer
labourez;labourer
labourent;labourer
lace;lacer
laces;lacer
lace;lacer
laçons;lacer
lacez;lacer
lacent;lacer
laisse;laisser
laisses;laisser
laisse;laisser
laissons;laisser
laissez;laisser
laissent;laisser
laisse;laisser
laisses;laisser
laisse;laisser
laissons;laisser
laissez;laisser
laissent;laisser
passe;laisser
passes;laisser
passe;laisser
passons;laisser
passez;laisser
passent;laisser
lance;lancer
lances;lancer
lance;lancer
lançons;lancer
lancez;lancer
lancent;lancer
lance;lancer
lances;lancer
lance;lancer
lançons;lancer
lancez;lancer
lancent;lancer
lance;lancer
lances;lancer
lance;lancer
lançons;lancer
lancez;lancer
lancent;lancer
lance;lancer
lances;lancer
lance;lancer
lançons;lancer
lancez;lancer
lancent;lancer
lance;lancer
lances;lancer
lance;lancer
lançons;lancer
lancez;lancer
lancent;lancer
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lave;laver
laves;laver
lave;laver
lavons;laver
lavez;laver
lavent;laver
lève;lever
lèves;lever
lève;lever
levons;lever
levez;lever
lèvent;lever
lève;lever
lèves;lever
lève;lever
levons;lever
levez;lever
lèvent;lever
lève;lever
lèves;lever
lève;lever
levons;lever
levez;lever
lèvent;lever
lève;lever
lèves;lever
lève;lever
levons;lever
levez;lever
lèvent;lever
lève;lever
lèves;lever
lève;lever
levons;lever
levez;lever
lèvent;lever
lève;lever
lèves;lever
lève;lever
levons;lever
levez;lever
lèvent;lever
lève;lever
lèves;lever
lève;lever
levons;lever
levez;lever
lèvent;lever
lève;lever
lèves;lever
lève;lever
levons;lever
levez;lever
lèvent;lever
lève;lever
lèves;lever
lève;lever
levons;lever
levez;lever
lèvent;lever
libère;libérer
libères;libérer
libère;libérer
libérons;libérer
libérez;libérer
libèrent;libérer
lie;lier
lies;lier
lie;lier
lions;lier
liez;lier
lient;lier
lime;limer
limes;limer
lime;limer
limons;limer
limez;limer
liment;limer
limoge;limoger
limoges;limoger
limoge;limoger
limogeons;limoger
limogez;limoger
limogent;limoger
lis;lire
lis;lire
lit;lire
lisons;lire
lisez;lire
lisent;lire
lis;lire
lis;lire
lit;lire
lisons;lire
lisez;lire
lisent;lire
lis;lire
lis;lire
lit;lire
lisons;lire
lisez;lire
lisent;lire
lis;lire
lis;lire
lit;lire
lisons;lire
lisez;lire
lisent;lire
lis;lire
lis;lire
lit;lire
lisons;lire
lisez;lire
lisent;lire
lis;lire
lis;lire
lit;lire
lisons;lire
lisez;lire
lisent;lire
lis;lire
lis;lire
lit;lire
lisons;lire
lisez;lire
lisent;lire
lisse;lisser
lisses;lisser
lisse;lisser
lissons;lisser
lissez;lisser
lissent;lisser
livre;livrer
livres;livrer
livre;livrer
livrons;livrer
livrez;livrer
livrent;livrer
localise;localiser
localises;localiser
localise;localiser
localisons;localiser
localisez;localiser
localisent;localiser
loue;louer
loues;louer
loue;louer
louons;louer
louez;louer
louent;louer
lâche;lâcher
lâches;lâcher
lâche;lâcher
lâchons;lâcher
lâchez;lâcher
lâchent;lâcher
lèche;lécher
lèches;lécher
lèche;lécher
léchons;lécher
léchez;lécher
lèchent;lécher
maigris;maigrir
maigris;maigrir
maigrit;maigrir
maigrissons;maigrir
maigrissez;maigrir
maigrissent;maigrir
maintiens;maintenir
maintiens;maintenir
maintient;maintenir
maintenons;maintenir
maintenez;maintenir
maintiennent;maintenir
maltraite;maltraiter
maltraites;maltraiter
maltraite;maltraiter
maltraitons;maltraiter
maltraitez;maltraiter
maltraitent;maltraiter
mange;manger
manges;manger
mange;manger
mangeons;manger
mangez;manger
mangent;manger
mange;manger
manges;manger
mange;manger
mangeons;manger
mangez;manger
mangent;manger
mange;manger
manges;manger
mange;manger
mangeons;manger
mangez;manger
mangent;manger
mange;manger
manges;manger
mange;manger
mangeons;manger
mangez;manger
mangent;manger
mange;manger
manges;manger
mange;manger
mangeons;manger
mangez;manger
mangent;manger
manie;manier
manies;manier
manie;manier
manions;manier
maniez;manier
manient;manier
manifeste;manifester
manifestes;manifester
manifeste;manifester
manifestons;manifester
manifestez;manifester
manifestent;manifester
manipule;manipuler
manipules;manipuler
manipule;manipuler
manipulons;manipuler
manipulez;manipuler
manipulent;manipuler
manque;manquer
manques;manquer
manque;manquer
manquons;manquer
manquez;manquer
manquent;manquer
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marche;marcher
marches;marcher
marche;marcher
marchons;marcher
marchez;marcher
marchent;marcher
marie;marier
maries;marier
marie;marier
marions;marier
mariez;marier
marient;marier
marque;marquer
marques;marquer
marque;marquer
marquons;marquer
marquez;marquer
marquent;marquer
martèle;marteler
martèles;marteler
martèle;marteler
martelons;marteler
martelez;marteler
